1,1,2.5,1260759144
2,1,3.0,1260759179
3,1,3.0,1260759182
4,1,2.0,1260759185
5,1,4.0,1260759205
6,1,2.0,1260759151
7,1,2.0,1260759187
8,1,2.0,1260759148
9,1,3.5,1260759125
10,1,2.0,1260759131
11,1,2.5,1260759135
12,1,1.0,1260759203
13,1,4.0,1260759191
14,1,4.0,1260759139
15,1,3.0,1260759194
16,1,2.0,1260759198
17,1,2.0,1260759108
18,1,2.5,1260759113
19,1,1.0,1260759200
20,1,3.0,1260759117
21,2,4.0,835355493
22,2,5.0,835355681
23,2,5.0,835355604
24,2,4.0,835355552
25,2,4.0,835355586
26,2,3.0,835356031
27,2,3.0,835355749
28,2,4.0,835355532
29,2,3.0,835356016
30,2,5.0,835355395
31,2,4.0,835355441
32,2,3.0,835355493
33,2,3.0,835355441
34,2,3.0,835355710
35,2,3.0,835355511
36,2,3.0,835355664
37,2,3.0,835355511
38,2,5.0,835355840
39,2,1.0,835355749
40,2,3.0,835355552
41,2,3.0,835355664
42,2,3.0,835355896
43,2,4.0,835355511
44,2,4.0,835355681
45,2,5.0,835355697
46,2,5.0,835355586
47,2,3.0,835355767
48,2,4.0,835355779
49,2,3.0,835355492
50,2,4.0,835355395
51,2,3.0,835355532
52,2,4.0,835356044
53,2,2.0,835355551
54,2,1.0,835355918
55,2,3.0,835355492
56,2,4.0,835355441
57,2,4.0,835355697
58,2,3.0,835355628
59,2,3.0,835355749
60,2,3.0,835355604
61,2,3.0,835355619
62,2,2.0,835355932
63,2,3.0,835355968
64,2,3.0,835356094
65,2,3.0,835355710
66,2,3.0,835356165
67,2,2.0,835356246
68,2,3.0,835355532
69,2,4.0,835355604
70,2,3.0,835355511
71,2,4.0,835355790
72,2,2.0,835355828
73,2,4.0,835355643
74,2,3.0,835355918
75,2,3.0,835355880
76,2,4.0,835355731
77,2,4.0,835355860
78,2,4.0,835355719
79,2,4.0,835355817
80,2,4.0,835355731
81,2,4.0,835356199
82,2,3.0,835355767
83,2,3.0,835356109
84,2,5.0,835355767
85,2,3.0,835355860
86,2,5.0,835355817
87,2,3.0,835355790
88,2,3.0,835355779
89,2,3.0,835355441
90,2,5.0,835355697
91,2,5.0,835355395
92,2,5.0,835355395
93,2,3.0,835355511
94,2,3.0,835355932
95,2,4.0,835356141
96,2,4.0,835355978
97,3,3.0,1298861675
28,3,4.0,1298922049
98,3,3.5,1298861637
99,3,3.0,1298861761
50,3,4.5,1298862418
100,3,5.0,1298862121
101,3,2.5,1298861589
58,3,5.0,1298862167
65,3,2.5,1298923242
80,3,3.0,1298862528
89,3,3.0,1298922100
92,3,3.0,1298923247
93,3,3.0,1298921840
102,3,2.0,1298923260
103,3,3.5,1298932787
104,3,4.0,1298863157
105,3,3.0,1298861687
106,3,5.0,1298932770
107,3,3.0,1298921795
108,3,4.0,1298861628
109,3,3.0,1298861605
110,3,4.0,1298861658
111,3,3.5,1298922089
112,3,4.5,1298923236
113,3,4.0,1298863143
114,3,4.0,1298921862
115,3,4.0,1298861753
116,3,3.0,1298861789
117,3,3.0,1298862710
118,3,3.5,1298861796
119,3,3.0,1298924017
120,3,3.5,1298922057
121,3,4.0,1298861733
122,3,4.0,1298921825
123,3,5.0,1298862874
124,3,3.0,1298861968
125,3,4.0,1298861633
126,3,5.0,1298863174
127,3,3.0,1298923266
128,3,3.5,1298862672
129,3,3.0,1298922080
130,3,2.5,1298921787
131,3,3.0,1298922065
132,3,3.5,1298861650
133,3,3.0,1298932766
134,3,3.5,1298862555
135,3,3.5,1298932740
136,3,4.5,1298862361
137,3,4.5,1298862467
138,3,3.0,1298922071
139,3,4.0,1298922130
21,4,4.0,949810645
140,4,5.0,949919556
141,4,5.0,949810582
142,4,5.0,949919681
31,4,4.0,949811346
143,4,3.0,949811346
35,4,3.0,949920047
144,4,5.0,949779042
145,4,4.0,949778802
50,4,5.0,949895708
146,4,3.0,949810618
56,4,5.0,949810582
58,4,5.0,949919763
59,4,5.0,949919681
60,4,5.0,949949538
61,4,4.0,949895887
147,4,3.0,949810534
68,4,3.0,949919883
148,4,3.0,949895772
149,4,4.0,949810688
150,4,1.0,949920135
151,4,4.0,949919802
152,4,4.0,949920028
153,4,4.0,949811315
73,4,5.0,949810582
154,4,5.0,949779091
89,4,5.0,949949486
90,4,5.0,949919938
91,4,3.0,949810534
155,4,5.0,949949538
156,4,5.0,949949638
157,4,4.0,949982238
94,4,5.0,949949444
158,4,5.0,949779022
159,4,5.0,949919189
160,4,4.0,949919306
161,4,5.0,949919247
162,4,5.0,949949396
163,4,4.0,949919454
164,4,4.0,949919322
165,4,5.0,949949638
166,4,5.0,949949638
167,4,5.0,949896377
168,4,5.0,949896377
169,4,5.0,949949538
170,4,5.0,949949638
171,4,5.0,949896244
172,4,5.0,949919372
173,4,5.0,949811523
174,4,5.0,949895732
175,4,5.0,949778771
176,4,5.0,949919399
177,4,5.0,949896275
178,4,5.0,949919372
179,4,5.0,949919419
180,4,5.0,949779173
106,4,5.0,949811490
181,4,5.0,949779173
182,4,5.0,949896244
183,4,5.0,949896159
184,4,5.0,949779173
107,4,5.0,949778714
185,4,5.0,949895708
186,4,5.0,949810261
187,4,5.0,949779173
188,4,5.0,949811523
189,4,5.0,949918693
190,4,5.0,949779173
191,4,5.0,949919372
192,4,5.0,949896244
193,4,5.0,949919519
194,4,5.0,949811602
195,4,5.0,949918743
196,4,4.0,949811559
197,4,5.0,949919591
198,4,5.0,949811523
199,4,5.0,949919372
200,4,5.0,949949396
201,4,4.0,949811559
202,4,5.0,949811490
203,4,5.0,949918743
204,4,4.0,949918927
205,4,4.0,949811602
206,4,4.0,949896275
207,4,5.0,949982274
208,4,5.0,949919247
209,4,4.0,949810582
11,4,4.0,949810302
210,4,3.0,949920004
211,4,4.0,949918787
212,4,3.0,949918904
213,4,3.0,949810688
214,4,5.0,949896377
215,4,5.0,949810261
216,4,4.0,949810302
217,4,5.0,949895772
218,4,3.0,949811230
111,4,5.0,949919978
219,4,4.0,949811559
220,4,5.0,949896244
221,4,1.0,949895864
222,4,5.0,949919738
223,4,4.0,949810688
224,4,2.0,949895956
13,4,5.0,949810261
225,4,5.0,949810261
226,4,5.0,949918743
227,4,3.0,949949538
228,4,5.0,949811559
229,4,5.0,949896309
230,4,5.0,949811602
231,4,3.0,949895907
232,4,2.0,949918970
233,4,5.0,949896070
234,4,4.0,949919454
235,4,5.0,949778771
236,4,4.0,949811738
237,4,4.0,949896114
238,4,4.0,949982239
239,4,4.0,949896183
240,4,5.0,949810618
241,4,3.0,949896114
242,4,5.0,949918648
243,4,5.0,949949444
244,4,5.0,949919306
245,4,4.0,949982239
246,4,5.0,949949444
247,4,5.0,949896114
248,4,5.0,949949638
249,4,5.0,949896183
250,4,4.0,949920028
251,4,5.0,949949538
252,4,5.0,949896114
253,4,5.0,949949396
14,4,4.0,949896114
254,4,5.0,949919399
255,4,3.0,949896309
256,4,5.0,949918927
257,4,5.0,949918994
258,4,4.0,949919763
259,4,5.0,949896070
260,4,4.0,949982239
261,4,4.0,949896114
262,4,5.0,949811603
263,4,5.0,949896070
264,4,5.0,949896070
16,4,3.0,949896070
265,4,5.0,949918764
266,4,4.0,949811559
267,4,3.0,949896309
268,4,5.0,949895772
269,4,5.0,949919556
270,4,4.0,949918927
271,4,4.0,949811603
272,4,4.0,949918994
273,4,5.0,949918994
274,4,4.0,949810302
275,4,5.0,949982274
276,4,5.0,949918875
277,4,4.0,949896275
278,4,1.0,949895993
279,4,5.0,949810582
280,4,5.0,949810261
281,4,3.0,949918671
282,4,4.0,949896497
283,4,4.0,949896497
119,4,5.0,949811523
284,4,5.0,949810582
285,4,4.0,949778714
286,4,1.0,949896521
287,4,5.0,949919399
288,4,5.0,949811490
289,4,4.0,949811603
290,4,5.0,949896070
291,4,5.0,949811738
292,4,3.0,949811230
293,4,3.0,949918875
294,4,5.0,949896114
295,4,5.0,949896377
296,4,2.0,949896309
297,4,1.0,949896309
298,4,4.0,949810534
299,4,5.0,949811559
19,4,5.0,949896070
300,4,3.0,949896015
301,4,5.0,949918807
302,4,5.0,949810261
303,4,3.0,949896543
304,4,5.0,949949444
305,4,4.0,949811559
306,4,5.0,949919419
307,4,5.0,949919656
308,4,4.0,949918715
309,4,4.0,949896275
310,4,4.0,949811603
311,4,5.0,949919738
312,4,4.0,949918904
313,4,2.0,949778946
314,4,4.0,949811523
315,4,5.0,949918970
316,4,4.0,949919738
317,4,3.0,949919845
318,4,5.0,949895732
319,4,2.0,949982238
320,5,4.0,1163374957
23,5,4.0,1163374952
321,5,4.0,1163374639
142,5,4.0,1163374242
30,5,4.0,1163374404
322,5,3.5,1163373762
323,5,4.5,1163373208
